,startoftext,watch</w>,moment</w>,person</w>,sm,acks</w>,person</w>,endoftext
frame_1309,129643.88728141785,118176.25910043716,112633.3475112915,111838.59407901764,117621.2951540947,125827.71480083466,116172.93208837509,168085.93273162842
frame_1310,142651.55792236328,118139.99712467194,113954.06723022461,113455.94376325607,117326.80350542068,122040.73369503021,116497.48682975769,155933.4248304367
frame_1311,139015.5702829361,114467.86671876907,113841.77207946777,114017.91125535965,117818.97395849228,124468.63204240799,118524.19376373291,157845.10970115662
frame_1312,133472.44262695312,116293.0279970169,114524.87111091614,113381.83283805847,119204.70744371414,124936.33478879929,117382.2358250618,160804.53991889954
frame_1313,145398.8552093506,117788.6426448822,113610.61036586761,112968.24365854263,116971.71628475189,120216.05670452118,120330.69133758545,152715.20614624023
frame_1314,140575.90067386627,119419.51513290405,115238.65163326263,113837.39113807678,119453.12470197678,120896.95781469345,116837.9858136177,153740.43583869934
frame_1315,143139.22822475433,117178.34323644638,114044.87490653992,113298.78121614456,115596.39871120453,120608.1286072731,119020.0001001358,157114.22264575958
frame_1316,134335.65199375153,115131.49738311768,112974.65115785599,112858.74247550964,118041.67926311493,116984.57598686218,115142.54659414291,174530.62534332275
frame_1317,134000.12254714966,116525.24024248123,112575.98549127579,114924.55005645752,118913.6728644371,119381.83009624481,118092.54437685013,165586.03942394257
frame_1318,139066.35344028473,117484.04055833817,112843.3421254158,112483.86651277542,118414.20084238052,120390.3928399086,117652.69190073013,161665.11178016663
frame_1319,137665.0184392929,116640.22505283356,112948.4623670578,112243.71939897537,115887.46309280396,124365.14347791672,120753.75020503998,159496.20306491852
frame_1320,141397.23777770996,119261.01893186569,113439.8877620697,112602.43505239487,119711.41397953033,122523.09918403625,119856.78970813751,151208.10270309448
frame_1321,137769.28186416626,118632.33894109726,113237.33627796173,113761.84970140457,116424.77661371231,123372.07049131393,117129.76545095444,159672.5881099701
frame_1322,144587.15915679932,119792.07396507263,114432.65527486801,113997.72763252258,116700.32143592834,121788.21861743927,118061.32644414902,150640.51747322083
frame_1323,137494.69816684723,120598.27148914337,114537.18692064285,113770.7307934761,118381.01595640182,121718.28746795654,121223.65087270737,152276.2030363083
frame_1324,136993.85523796082,119936.66738271713,112484.4178557396,113356.22519254684,118505.51515817642,121012.92610168457,119319.00680065155,158391.38627052307
frame_1325,137633.7707042694,118738.0850315094,115176.62554979324,113108.17301273346,117098.93494844437,118938.1331205368,115712.62031793594,163593.590259552
frame_1326,129729.2709350586,114901.5873670578,112043.23172569275,111920.3269481659,119552.53779888153,120903.18650007248,116965.18212556839,173984.6020936966
frame_1327,132269.2632675171,124133.95196199417,113366.56659841537,114133.90934467316,117756.06125593185,125277.87685394287,117166.10193252563,155896.27623558044
frame_1328,136267.88556575775,117673.53862524033,114001.84780359268,112971.36545181274,118848.94222021103,124703.548848629,117683.5224032402,157849.37143325806
frame_1329,136407.47964382172,115739.8596405983,114002.63756513596,113235.704600811,118908.66607427597,121423.07311296463,118430.56231737137,161852.04684734344
frame_1330,143269.5984840393,117077.00043916702,113574.89973306656,112647.36950397491,118679.41170930862,119618.2668209076,117211.31950616837,157922.13380336761
frame_1331,134626.8206834793,115889.2959356308,113146.64036035538,113943.39054822922,117495.63366174698,120570.5776810646,117607.9511642456,166719.61545944214
frame_1332,131478.9652824402,118842.08768606186,114912.44286298752,114197.00086116791,120088.76353502274,119064.96435403824,119287.6473069191,162128.10575962067
frame_1333,146745.04101276398,117579.44524288177,114638.09013366699,113569.33414936066,118050.217628479,120204.73182201385,119346.18651866913,149866.983294487
frame_1334,140160.05396842957,123783.49155187607,114522.62103557587,112558.60328674316,118353.16568613052,121699.56415891647,117041.08864068985,151881.3818693161
frame_1335,145462.20004558563,119841.0838842392,112923.48057031631,112424.5822429657,115697.16781377792,119996.21987342834,116702.70562171936,156952.57484912872
frame_1336,137402.6983976364,121457.57675170898,114271.44706249237,113406.41230344772,116361.48393154144,122609.11613702774,120633.62449407578,153857.64837265015
frame_1337,136353.43313217163,124063.11184167862,113961.41350269318,114441.99830293655,122184.57460403442,125161.0517501831,117679.23086881638,146155.16364574432
frame_1338,133892.9533958435,118213.4672999382,114300.38511753082,114430.08482456207,116608.32911729813,127121.40381336212,120502.73269414902,154930.59158325195
frame_1339,138183.8321685791,120501.33943557739,113695.73324918747,112444.00590658188,116464.59996700287,121012.48651742935,117764.84549045563,159933.1647157669
frame_1340,139912.78409957886,117740.33308029175,113160.140812397,113312.51263618469,116663.359105587,118891.3956284523,117587.82714605331,162731.67729377747
frame_1341,127361.08899116516,119749.01705980301,115937.2329711914,114486.71668767929,121530.15285730362,128903.74660491943,118064.06080722809,153967.9318666458
frame_1342,131669.72994804382,121689.44627046585,115047.76775836945,116827.20482349396,120915.54701328278,125764.90640640259,122854.3221950531,145231.12773895264
frame_1343,136128.35109233856,118713.11813592911,113867.60324239731,113174.60238933563,118918.67965459824,120232.66404867172,118977.59884595871,159987.4347448349
frame_1344,131417.57249832153,119925.14133453369,112396.739423275,113510.66082715988,118649.64663982391,125075.83200931549,118486.4342212677,160537.987947464
frame_1345,138606.19068145752,118570.9536075592,114020.98834514618,111918.16627979279,115979.76088523865,119517.45301485062,115368.86543035507,166017.60685443878
frame_1346,136000.6481409073,119791.13519191742,114156.39519691467,113179.24410104752,118965.67791700363,125703.826546669,119252.91270017624,152950.12295246124
frame_1347,131710.82735061646,116635.19591093063,114959.44857597351,112533.91951322556,117505.7590007782,121597.059071064,116567.07525253296,168490.7078742981
frame_1348,137709.72192287445,119131.57254457474,112720.67576646805,112453.03601026535,117561.40738725662,125562.90626525879,116550.57966709137,158310.05573272705
frame_1349,135925.90391635895,117850.12483596802,113918.78873109818,115446.64204120636,118685.62549352646,119289.01821374893,122328.63157987595,156555.26518821716
frame_1350,139407.97746181488,121317.7815079689,112888.80556821823,111949.8685002327,117417.00768470764,119886.42811775208,117316.99854135513,159815.14751911163
frame_1351,138390.98811149597,120602.548122406,114474.30402040482,114092.23079681396,119910.69465875626,122007.62331485748,118483.41673612595,152038.15698623657
frame_1352,140556.7228794098,116955.69008588791,113049.30597543716,113768.13054084778,121154.58399057388,128210.20185947418,117442.48867034912,148862.86854743958
frame_1353,134690.95528125763,119523.09310436249,112664.73680734634,113183.93051624298,117243.84874105453,121174.51429367065,118833.54932069778,162685.3495836258
frame_1354,131169.91519927979,118405.32720088959,112745.29993534088,113516.8969631195,118819.34851408005,120854.87693548203,118660.71820259094,165827.63195037842
frame_1355,141720.53337097168,122924.95369911194,114398.70297908783,113064.54241275787,116858.77293348312,122303.68703603745,118551.87267065048,150176.91254615784
frame_1356,137551.50139331818,117581.15142583847,112891.48777723312,114463.4261727333,117414.80976343155,120813.45170736313,118475.92145204544,160808.2503080368
frame_1357,145137.56334781647,118057.86937475204,113542.73557662964,114424.71295595169,117204.56182956696,125951.1262178421,118455.20883798599,147226.19950771332
frame_1358,135966.37547016144,118961.6322517395,114076.4057636261,113749.34762716293,119382.56770372391,124802.08277702332,116752.14767456055,156309.42583084106
frame_1359,142926.03731155396,118103.72024774551,112514.96523618698,112128.78674268723,118159.13021564484,121281.28111362457,114851.51201486588,160034.55221652985
frame_1360,136224.76160526276,115075.7372379303,113270.76703310013,112948.53687286377,116138.57001066208,118911.32593154907,116819.3593621254,170610.99410057068
frame_1361,142255.47015666962,122993.41708421707,112731.63557052612,112453.78851890564,117493.1526184082,125133.33559036255,115898.9742398262,151040.2411222458
frame_1362,137740.29910564423,118055.41813373566,113565.094769001,114491.99914932251,118773.42313528061,124256.48421049118,118393.01139116287,154724.31480884552
frame_1363,138495.44525146484,115319.93746757507,113122.78360128403,112062.08914518356,115580.83444833755,120359.1376543045,116768.13662052155,168291.65816307068
frame_1364,136262.4168395996,121092.37909317017,114645.28739452362,113790.39287567139,120146.92276716232,121966.47375822067,120765.52212238312,151330.6051492691
frame_1365,144076.27284526825,114900.70074796677,113977.23108530045,113927.35689878464,118959.7100019455,127081.2451839447,119378.67850065231,147698.7898349762
frame_1366,134531.49795532227,118418.33591461182,114369.02731657028,112982.40721225739,117775.72333812714,119564.84615802765,115742.47479438782,166615.66495895386
frame_1367,136579.20062541962,124631.46448135376,113926.12755298615,112892.94809103012,115747.18356132507,120184.83132123947,115541.0036444664,160497.2630739212
frame_1368,133798.7780570984,124233.677983284,113035.88002920151,113612.3463511467,122370.94342708588,123147.79311418533,118775.47204494476,151025.10154247284
frame_1369,133860.82649230957,120333.18728208542,113845.41541337967,113650.73174238205,118668.5636639595,128024.65260028839,119950.46585798264,151666.20910167694
frame_1370,139650.6428718567,117850.03542900085,116065.80764055252,112527.34065055847,117814.04167413712,123177.94561386108,118663.27375173569,154250.93472003937
frame_1371,135982.61773586273,117887.42989301682,113341.02600812912,113902.03982591629,118889.4435763359,123267.57609844208,118559.3456029892,158170.59576511383
frame_1372,129457.9952955246,116988.53224515915,113889.58990573883,114832.02129602432,118419.05862092972,121434.65131521225,118211.74621582031,166766.4647102356
frame_1373,131791.41283035278,116322.50994443893,113280.7657122612,114428.24453115463,118608.32571983337,120179.2061328888,117854.46107387543,167535.03680229187
frame_1374,138398.09596538544,118365.17602205276,113498.62813949585,113665.80426692963,119236.5363240242,122654.24430370331,118468.86575222015,155712.63432502747
frame_1375,142757.69889354706,114987.93214559555,112611.99414730072,112852.13381052017,114023.00000190735,119495.84633111954,119867.98048019409,163403.4514427185
frame_1376,138208.13596248627,124671.16117477417,115997.18779325485,114600.5466580391,119881.42132759094,120810.1287484169,119306.71334266663,146524.68264102936
frame_1377,133078.4261226654,118488.40862512589,113702.9156088829,112299.68070983887,117161.8103981018,124182.96188116074,117524.68347549438,163561.1057281494
frame_1378,136061.07234954834,117617.29419231415,113710.917532444,113279.64812517166,120957.3894739151,124378.62157821655,118484.64608192444,155510.41066646576
frame_1379,138542.19019412994,122986.97233200073,114711.61991357803,113919.50398683548,121029.5706987381,122005.24657964706,118395.3583240509,148409.56032276154
frame_1380,142800.65894126892,117440.41740894318,115144.78921890259,113996.9602227211,117510.5944275856,120938.27873468399,119747.3332285881,152420.93801498413
frame_1381,134237.54274845123,119408.31691026688,112988.53158950806,111906.54337406158,119107.35070705414,121758.1182718277,118806.04922771454,161787.55462169647
frame_1382,138031.28898143768,121699.05751943588,114610.06850004196,113050.60982704163,119845.15190124512,122099.96581077576,118977.28592157364,151686.56408786774
frame_1383,136810.85407733917,117734.71534252167,113218.21063756943,114055.90176582336,119349.67339038849,126910.4927778244,117617.71887540817,154302.4182319641
frame_1384,142309.14413928986,121130.7942867279,114873.66259098053,112404.54763174057,117807.81298875809,118896.53652906418,118723.8022685051,153853.6250591278
frame_1385,135773.30112457275,118724.21205043793,115609.66819524765,113719.79862451553,120332.64338970184,124496.02782726288,120656.94481134415,150687.39652633667
frame_1386,131847.54550457,120511.21145486832,114946.96140289307,112656.98075294495,119304.79854345322,122860.96066236496,119990.56488275528,157880.9916973114
frame_1387,136610.82088947296,118607.0516705513,114651.50117874146,115503.56447696686,119265.86925983429,123542.45036840439,118054.23349142075,153764.5161151886
frame_1388,134813.50243091583,114785.03048419952,115163.79565000534,111934.57990884781,118298.35176467896,120327.6589512825,115781.69465065002,168895.33400535583
